State/Crop/District,Season,2000 - 2001,,,2001 - 2002,,,2002 - 2003,,,2003 - 2004,,,2004 - 2005,,,2005 - 2006,,,2006 - 2007,,,2007 - 2008,,,2008 - 2009,,,2009 - 2010,,,2010 - 2011,,,2011 - 2012,,,2012 - 2013,,,2013 - 2014,,,2014 - 2015,,,2015 - 2016,,,2016 - 2017,,,2017 - 2018,,,2018 - 2019,,,2019 - 2020,,,2020 - 2021,,,2021 - 2022,,,2022 - 2023,,
Total (Cotton(lint)),,3847,6209,1.61,3760,6069,1.61,3400,5488,1.61,2949,4748,1.61,1472,2370,1.61,2655,3452,1.3,1300,1690,1.3,1295,1680,1.3,1152,1498,1.3,1018,1324,1.3,,,0,,,0,,,0,,,0,,,0,109,196,1.8,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3. Groundnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Palakkad,Kharif,3676,2733,0.74,2437,1812,0.74,2422,1801,0.74,2687,1988,0.74,1346,996,0.74,3299,2441,0.74,2813,2081,0.74,2910,2153,0.74,1733,1282,0.74,1339,991,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Thiruvananthapuram,Kharif,1,,0,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total (Groundnut),,3677,2733,0.74,2437,1812,0.74,2422,1801,0.74,2687,1988,0.74,1346,996,0.74,3299,2441,0.74,2813,2081,0.74,2911,2154,0.74,1733,1282,0.74,1340,992,0.74,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4. Jowar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Idukki,Kharif,,,,,,,2,1,0.5,2,1,0.5,2,1,0.5,,,,11,6,0.55,1,1,1,1,1,1,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Kannur,Kharif,,,,,,,,,,1,1,1,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,Total,,,0,,,0,,,0,1,1,1,,,0,1,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,1,1
3. Kasaragod,Kharif,,,,2,1,0.5,,,,3,1,0.33,,,,2,1,0.5,4,2,0.5,8,4,0.5,5,3,0.6,5,3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Kollam,Kharif,,,,,,,2,1,0.5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Kozhikode,Kharif,,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Malappuram,Kharif,,,,5,3,0.6,,,,9,5,0.56,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Palakkad,Kharif,463,236,0.51,2891,1474,0.51,2565,1308,0.51,2109,1076,0.51,2564,1308,0.51,2446,1247,0.51,1802,919,0.51,3065,1563,0.51,2294,1170,0.51,2516,1283,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,35,0.83,31,43,1.39,,,
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,169,0.89,163,238,1.46,,,
,Total,463,236,0.51,2891,1474,0.51,2565,1308,0.51,2109,1076,0.51,2564,1308,0.51,2446,1247,0.51,1802,919,0.51,3065,1563,0.51,2294,1170,0.51,2516,1283,0.51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,231,204,0.88,194,281,1.45,,,0
8. Thiruvananthapuram,Kharif,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9. Wayanad,Kharif,,,,,,,2,1,0.5,4,2,0.5,,,,1,,0,8,,0,9,5,0.56,6,3,0.5,16,9,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total (Jowar),,463,236,0.51,2902,1478,0.51,2571,1311,0.51,2129,1087,0.51,2566,1309,0.51,2450,1248,0.51,1827,929,0.51,3083,1573,0.51,2306,1177,0.51,2547,1305,0.51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,231,204,0.88,194,281,1.45,1,1,1
5. Other Rabi pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Ernakulam,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,12,0.34,,,,39,21,0.54,37.2,18.58,0.5
2. Idukki,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,289,3.71,82.5,323.8,3.92,70,256,3.66,75.7,282.5,3.73
3. Kannur,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,71,0.68,131.55,91.558,0.7,157,121,0.77,339.83,309.81,0.91
4. Kasaragod,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,28,1.33,23.92,33.1,1.38,27,35,1.3,33,45.04,1.36
5. Kollam,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,11,0.55,94.5,53.9,0.57,89,56,0.63,46.15,22.82,0.49
6. Kozhikode,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.25,2,0.25,0.13,12,18,1.5,9.31,11.47,1.23
7. Malappuram,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,42,1.45,31.9,8.06,0.25,38,10,0.26,12,3.36,0.28
8. Palakkad,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,146,0.92,9,8.1,0.9,6,5,0.83,5,4.6,0.92
9. Pathanamthitta,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.17,2.45,2.06,0.84
10. Thiruvananthapuram,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.57,68.51,1.15,130,135,1.04,81.92,96.96,1.18
11. Wayanad,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,531,0.66,743.4,483.2,0.65,127,94,0.74,191.18,150.08,0.79
Total (Other Rabi pulses),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1256,1131,0.9,1178.34,1070.478,0.91,701,752,1.07,833.74,947.28,1.14
6. Other Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Idukki,Kharif,,,,,,,,,,,,,154,120,0.78,11,21,1.91,114,89,0.78,51,40,0.78,26,20,0.77,12,9,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Kasaragod,Kharif,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Malappuram,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Palakkad,Kharif,,,,,,,,,,,,,794,620,0.78,,,,489,382,0.78,289,226,0.78,342,267,0.78,214,167,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Thrissur,Kharif,,,,,,,,,,,,,,,,,,,22,18,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Wayanad,Kharif,,,,,,,,,,,,,6,5,0.83,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total (Other Cereals),,,,0,,,0,,,0,,,0,955,746,0.78,11,21,1.91,625,489,0.78,341,267,0.78,371,290,0.78,226,176,0.78,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
7. Other Kharif pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Alappuzha,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,37,0.95,4,3,0.75,26,20,0.77,,,,,,,,,,,,,,,
2. Ernakulam,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,268,0.94,32,13,0.41,36,15,0.42,35.46,10.28,0.29,,,,18,9.37,0.52,,,,,,
3. Idukki,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,345,1.35,61,242,3.97,68,270,3.97,72.72,287.86,3.96,1,4,4,1.02,3.79,3.72,1,4,4,1.02,3.79,3.72
4. Kannur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,605,0.94,359,225,0.63,516,324,0.63,105.37,71.312,0.68,,,,,,,,,,,,
5. Kasaragod,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,154,0.93,28,57,2.04,22,45,2.05,20.83,28.791,1.38,,,,,,,,,,,,
6. Kollam,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,106,1.14,40,18,0.45,35,16,0.46,21.171,11.992,0.57,,,,,,,,,,,,
7. Kottayam,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,127,0.93,,,,13,10,0.77,,,,,,,,,,,,,,,
8. Kozhikode,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,8,4,0.5,15,8,0.53,3,3,1,,,,,,,,,,,,
9. Malappuram,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,326,1.21,,,,8,2,0.25,12.95,2.72,0.21,,,,,,,,,,,,
10. Palakkad,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,261,0.94,110,144,1.31,159,208,1.31,297,274.9,0.93,90,72,0.8,,,,,,,1.35,1.35,1
11. Pathanamthitta,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,0.88,3,1,0.33,6,2,0.33,,,,,,,,,,,,,,,
12. Thiruvananthapuram,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,155,1.24,47,46,0.98,26,25,0.96,28.325,31.158,1.1,,,,,,,,,,,,
13. Thrissur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,15,0.94,,,,,,,,,,,,,,,,,,,,,
14. Wayanad,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,1,870,680,0.78,855,669,0.78,936,594.4,0.64,,,,,,,,,,,,
Total (Other Kharif pulses),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2333,2420,1.04,1562,1433,0.92,1785,1614,0.9,1532.826,1316.413,0.86,91,76,0.84,19.02,13.16,0.69,1,4,4,2.37,5.14,2.17
8. Ragi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Alappuzha,Kharif,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Ernakulam,Kharif,,,,,,,,,,,,,1,1,1,,,,4,3,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Idukki,Kharif,8,7,0.88,11,9,0.82,25,20,0.8,74,59,0.8,65,52,0.8,,,,6,5,0.83,1,1,1,5,4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Kasaragod,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Kollam,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Malappuram,Kharif,4,3,0.75,3,2,0.67,1,1,1,,,,5,4,0.8,,,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Palakkad,Kharif,1943,1572,0.81,1933,1564,0.81,1294,1047,0.81,1427,1156,0.81,1310,1061,0.81,414,335,0.81,504,408,0.81,260,210,0.81,598,484,0.81,292,236,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Thiruvananthapuram,Kharif,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9. Wayanad,Kharif,,,,,,,,,,3,2,0.67,2,1,0.5,,,,2,1,0.5,1,1,1,3,2,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total (Ragi),,1955,1582,0.81,1947,1575,0.81,1320,1068,0.81,1504,1217,0.81,1383,1119,0.81,414,335,0.81,516,417,0.81,266,216,0.81,608,492,0.81,293,236,0.81,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
9. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Alappuzha,Autumn,9808,16384,1.67,6851,2390,0.35,3721,9467,2.54,5650,11736,2.08,6366,18345,2.88,8643,16555,1.92,7594,22287,2.93,7991,14128,1.77,8755,26254,3,9128,28912,3.17,10445.22,23855.732,2.28,9966.03,30522.436,3.06,10758,32362,3.01,6339,20589,3.25,11073,28432,2.57,10217,30662,3,8874,32592,3.67,9197,25903,2.82,11155.79,1374,0.12,9604,19347,2.01,8324,20750,2.49,4720.47,9569.407,2.03,6270.07,18880.8,3.01
,Summer,17536,55953,3.19,8741,22668,2.59,8765,28992,3.31,9727,21180,2.18,11991,27680,2.31,4465,11764,2.63,9770,27762,2.84,15291,26776,1.75,18121,55997,3.09,16820,46392,2.76,22744.6,58234.485,2.56,17169.79,53156.987,3.1,20325,57043,2.81,19626,50082,2.55,18685,60549,3.24,19810,54501,2.75,20104,59822,2.98,21689,63770,2.94,18861.06,87003,4.61,27163,95684,3.52,26175,89984,3.44,27310.29,72749.512,2.66,26349.92,81817.31,3.11
,Winter,10396,31207,3,17519,47741,2.73,17149,53102,3.1,16706,30092,1.8,13801,32466,2.35,15660,43429,2.77,13696,40111,2.93,10053,21366,2.13,7267,21999,3.03,7492,22672,3.03,3869.68,9234.539,2.39,9115.09,28301.032,3.1,5112,15188,2.97,11438,36195,3.16,4657,14114,3.03,1697,4172,2.46,3475,10025,2.88,5439,16003,2.94,8606.23,40183,4.67,3571,10745,3.01,5549,15069,2.72,4497.6,10874,2.42,6288.49,19462.75,3.09
,Total,37740,103544,2.74,33111,72799,2.2,29635,91561,3.09,32083,63008,1.96,32158,78491,2.44,28768,71748,2.49,31060,90160,2.9,33335,62270,1.87,34143,104250,3.05,33440,97976,2.93,37059.5,91324.756,2.46,36250.91,111980.455,3.09,36195,104593,2.89,37403,106866,2.86,34415,103095,3,31724,89335,2.82,32453,102439,3.16,36325,105676,2.91,38623.08,128560,3.33,40338,125776,3.12,40048,125803,3.14,36528.36,93192.919,2.55,38908.48,120160.86,3.09
2. Ernakulam,Autumn,14600,26770,1.83,11821,22370,1.89,12016,23859,1.99,11291,20467,1.81,10797,21349,1.98,9976,19168,1.92,5740,11034,1.92,4382,8196,1.87,5097,10172,2,4090,7803,1.91,3353.88,6379.799,1.9,3134.85,6488.165,2.07,1370,2693,1.97,911,1908,2.09,1330,2593,1.95,1246,2327,1.87,1837,3510,1.91,1306,2610,2,1312.42,1713,1.31,986,1570,1.59,1047,1885,1.8,984.18,1664.071,1.69,1051.77,1884.086,1.79
,Summer,7381,11941,1.62,6693,10867,1.62,6608,11936,1.81,6155,10828,1.76,4862,8752,1.8,2812,5301,1.89,2455,4432,1.81,2236,4123,1.84,1962,3401,1.73,1576,2599,1.65,1152.89,2242.169,1.94,718.83,1567.975,2.18,343,770,2.24,433,940,2.17,390,857,2.2,656,1346,2.05,675,1980,2.93,1136,2720,2.39,743.1,2096,2.82,894,2432,2.72,718,1762,2.45,1072.73,2651.832,2.47,772.58,2124.34,2.75
,Winter,15452,26596,1.72,14391,26486,1.84,13448,25091,1.87,12049,22749,1.89,12486,24400,1.95,12146,23564,1.94,13700,28541,2.08,5725,12088,2.11,5907,12334,2.09,5121,10622,2.07,4508.73,9200.58,2.04,3877.16,8516.261,2.2,2227,5070,2.28,2708,6208,2.29,2924,6524,2.23,4048,8979,2.22,2218,5205,2.35,2972,7558,2.54,2946.08,7382,2.51,2766,6862,2.48,2954,7324,2.48,2666.22,6157,2.31,2797.48,7340.73,2.62
,Total,37433,65307,1.74,32905,59723,1.82,32072,60886,1.9,29495,54044,1.83,28145,54501,1.94,24934,48033,1.93,21895,44007,2.01,12343,24407,1.98,12966,25907,2,10787,21024,1.95,9015.5,17822.548,1.98,7730.84,16572.401,2.14,3940,8533,2.17,4052,9056,2.23,4644,9974,2.15,5950,12652,2.13,4730,10695,2.26,5414,12888,2.38,5001.6,11191,2.24,4646,10864,2.34,4719,10971,2.32,4723.13,10472.903,2.22,4621.83,11349.156,2.46
3. Idukki,Autumn,999,2323,2.33,1063,2593,2.44,1294,3111,2.4,1201,2844,2.37,1147,2943,2.57,850,2093,2.46,851,2345,2.76,462,1156,2.5,494,1302,2.64,588,1510,2.57,418.33,1083.473,2.59,259.85,626.124,2.41,208,512,2.46,62,157,2.53,89,206,2.31,81,177,2.19,129,287,2.22,125,298,2.38,90.48,144,1.59,54,103,1.91,191,397,2.08,53.14,91.933,1.73,28.04,45.42,1.62
,Summer,291,782,2.69,555,1297,2.34,286,538,1.88,77,102,1.32,157,394,2.51,238,649,2.73,217,569,2.62,58,153,2.64,57,135,2.37,209,521,2.49,220.64,582.191,2.64,66.07,157.181,2.38,91,166,1.82,39,105,2.69,33,89,2.7,47,114,2.43,7,15,2.14,64,187,2.92,28.08,69,2.46,30,73,2.43,13,33,2.54,15.1,46.003,3.05,12.258,32.66,2.66
,Winter,2183,4787,2.19,2770,6836,2.47,2205,4925,2.23,1950,4580,2.35,1862,4445,2.39,1844,4758,2.58,1810,4593,2.54,1670,4650,2.78,1564,4057,2.59,1531,4106,2.68,1180.4,3078.761,2.61,937.82,2352.146,2.51,877,2505,2.86,560,1534,2.74,575,1508,2.62,759,1907,2.51,559,1329,2.38,636,1808,2.84,557.57,1349,2.42,532,1324,2.49,600,1470,2.45,419.78,781,1.86,322.14,847.31,2.63
,Total,3473,7892,2.27,4388,10726,2.44,3785,8574,2.27,3228,7526,2.33,3166,7782,2.46,2932,7500,2.56,2878,7507,2.61,2190,5959,2.72,2115,5494,2.6,2328,6137,2.64,1819.37,4744.425,2.61,1263.74,3135.451,2.48,1176,3183,2.71,661,1796,2.72,697,1803,2.59,887,2198,2.48,695,1631,2.35,825,2293,2.78,676.13,1562,2.31,616,1500,2.44,804,1900,2.36,488.02,918.936,1.88,362.438,925.39,2.55
4. Kannur,Autumn,6926,12046,1.74,5915,10557,1.78,6369,11911,1.87,5287,10147,1.92,4877,9257,1.9,5302,9980,1.88,4602,8733,1.9,3470,6321,1.82,3723,6541,1.76,4098,7843,1.91,3054.17,6536.193,2.14,2516.78,5093.775,2.02,3618,7926,2.19,2684,5908,2.2,2638,5905,2.24,2750,5924,2.15,2666,7081,2.66,2803,6174,2.2,2871.98,7010,2.44,3346,7419,2.22,3721,8329,2.24,3016.16,6221.364,2.06,1916.22,4483.281,2.34
,Summer,324,410,1.27,369,514,1.39,318,428,1.35,191,202,1.06,118,149,1.26,82,89,1.09,98,120,1.22,121,189,1.56,118,192,1.63,108,157,1.45,107.51,241.641,2.25,95.92,199.377,2.08,56,101,1.8,20,46,2.3,11,25,2.27,7,12,1.71,14,37,2.64,12,24,2,6.67,12,1.8,6,11,1.83,4,6,1.5,32.74,75.931,2.32,0.4,0.93,2.33
,Winter,4541,8228,1.81,4703,8392,1.78,4636,8455,1.82,3983,6169,1.55,4107,7692,1.87,3839,7314,1.91,4142,8522,2.06,3641,7601,2.09,3808,6904,1.81,2924,5843,2,3176.82,6530.489,2.06,3126.88,6876.57,2.2,3010,6210,2.06,2376,5339,2.25,2306,5234,2.27,2721,5582,2.05,1991,3505,1.76,2375,5120,2.16,2261.75,4121,1.82,2363,5019,2.12,2594,6073,2.34,2204.36,4839,2.2,1785.87,4038.79,2.26
,Total,11791,20684,1.75,10987,19463,1.77,11323,20794,1.84,9461,16518,1.75,9102,17098,1.88,9223,17383,1.88,8842,17375,1.97,7232,14111,1.95,7649,13637,1.78,7130,13843,1.94,6338.5,13308.323,2.1,5739.58,12169.722,2.12,6684,14237,2.13,5080,11293,2.22,4955,11164,2.25,5478,11518,2.1,4671,10623,2.27,5190,11318,2.18,5140.4,11143,2.17,5715,12449,2.18,6319,14408,2.28,5253.26,11136.295,2.12,3702.49,8523.001,2.3
5. Kasaragod,Autumn,5200,9978,1.92,4602,10052,2.18,4408,10094,2.29,3756,9315,2.48,3059,7270,2.38,3237,8234,2.54,2766,6592,2.38,3060,6628,2.17,2796,6682,2.39,2464,5678,2.3,2283.99,5824.305,2.55,2021.02,4751.346,2.35,1883,4831,2.57,2091,5093,2.44,1629,3863,2.37,2393,5542,2.32,1559,3935,2.52,1144,2800,2.45,1183.58,2964,2.5,1326,2924,2.21,1950,4489,2.3,1891.3,3886.712,2.06,1410.13,3448.498,2.45
,Summer,285,514,1.8,195,326,1.67,148,250,1.69,73,109,1.49,92,175,1.9,160,364,2.28,188,404,2.15,168,311,1.85,170,326,1.92,116,238,2.05,414.04,976.059,2.36,334.66,872.349,2.61,268,628,2.34,407,926,2.28,296,677,2.29,288,695,2.41,120,289,2.41,293,726,2.48,188.74,435,2.3,178,418,2.35,266,618,2.32,172.76,398.031,2.3,146.95,307.57,2.09
